"species"	"order"	"family"	"biomes_salve"	"cerrado_sp"	"limbs"	"reproduction"	"biomes_gard"	"habitat"	"activity"	"cerrado_endemic"	"phylogeny"	"suborder"	"genus"	"year"
"Tropidurus imbituba"	"Squamata"	"Tropiduridae"	"Sistema Costeiro-Marinho"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	2013
"Tropidurus insulanus"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna"	NA	"no"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus itambere"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus jaguaribanus"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Rocky/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	2011
"Tropidurus lagunablanca"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	2016
"Tropidurus montanus"	"Squamata"	"Tropiduridae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus mucujensis"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	NA	"no"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus oreadicus"	"Squamata"	"Tropiduridae"	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus pinima"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1984
"Tropidurus psammonastes"	"Squamata"	"Tropiduridae"	"Caatinga, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1988
"Tropidurus semitaeniatus"	"Squamata"	"Tropiduridae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Rocky/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1825
"Tropidurus sertanejo"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	NA	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	2016
"Tropidurus torquatus"	"Squamata"	"Tropiduridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1820
"Tupinambis cryptus"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"yes"	"Sauria"	"Tupinambis"	2016
"Tupinambis cuzcoensis"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"no"	"Sauria"	"Tupinambis"	2016
"Tupinambis longilineus"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Tupinambis"	1995
"Tupinambis matipu"	"Squamata"	"Teiidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"yes"	"no"	"Sauria"	"Tupinambis"	2018
"Tupinambis palustris"	"Squamata"	"Teiidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna"	NA	"no"	"no"	"Sauria"	"Tupinambis"	2002
"Tupinambis quadrilineatus"	"Squamata"	"Teiidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tupinambis"	1997
"Tupinambis teguixin"	"Squamata"	"Teiidae"	"Amazônia, Caatinga, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tupinambis"	1758
"Typhlophis squamosus"	"Squamata"	"Anomalepididae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Typhlophis"	1839
"Uracentron azureum"	"Squamata"	"Tropiduridae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"no"	"Sauria"	"Uracentron"	1758
"Uracentron flaviceps"	"Squamata"	"Tropiduridae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Uracentron"	1855
"Uranoscodon superciliosus"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Uranoscodon"	1758
"Urostrophus grilli"	"Squamata"	"Leiosauridae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland"	NA	"no"	"yes"	"Sauria"	"Urostrophus"	1891
"Urostrophus longicauda"	"Squamata"	"Leiosauridae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland"	"Diurnal"	"no"	"yes"	"Sauria"	"Urostrophus"	1891
"Urostrophus undulatus"	"Squamata"	"Leiosauridae"	"Pampa"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"no"	"no"	"Sauria"	"Urostrophus"	1834
"Urostrophus vautieri"	"Squamata"	"Leiosauridae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Urostrophus"	1837
"Vanzosaura multiscutata"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Vanzosaura"	1933
"Vanzosaura rubricauda"	"Squamata"	"Gymnophthalmidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Vanzosaura"	1902
"Vanzosaura savanicola"	"Squamata"	"Gymnophthalmidae"	"Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"no"	"Sauria"	"Vanzosaura"	2014
"Xenodon dorbignyi"	"Squamata"	"Dipsadidae"	"Mata Atlântica, Pampa"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1854
"Xenodon guentheri"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1894
"Xenodon histricus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1863
"Xenodon matogrossensis"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Flooded Grassleands & Savannas"	"Savanna/Wetlands"	NA	"yes"	"yes"	"Serpentes"	"Xenodon"	1993
"Xenodon merremii"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1824
"Xenodon nattereri"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Xenodon"	1867
"Xenodon neuwiedii"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1863
"Xenodon pulcher"	"Squamata"	"Dipsadidae"	"Pantanal"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1863
"Xenodon rabdocephalus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1824
"Xenodon severus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1758
"Xenodon werneri"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Xenodon"	1963
"Xenopholis scalaris"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Xenopholis"	1861
"Xenopholis undulatus"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"no"	"yes"	"Serpentes"	"Xenopholis"	1900
"Xenopholis werdingorum"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"no"	"no"	"Serpentes"	"Xenopholis"	2009
"Xenoxybelis argenteus"	"Squamata"	"Colubridae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"yes"	"Serpentes"	"Xenoxybelis"	1803
"Xenoxybelis boulengeri"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"yes"	"Serpentes"	"Xenoxybelis"	1923
"Zonateres lanei"	"Squamata"	"Dipsadidae"	"Amazônia, Pantanal"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Zonateres"	2005
